country,iso3,year,target,mortality_data,risk_factor_surveys,plan,tob_tax,smoke_free,graphic_warnings,tob_advert,tob_mass_media,alc_sales,alc_advert,alc_tax,salt,fat,child_food_marketing,milkcode,phys_mass_media,clinical_guide,cardio_therapies,total_imp,commercial_total
Afghanistan,AFG,2015,0,0,0,0,0,0.5,0,0.5,NA,1,1,1,0,0,0,0,0,0,NA,4,4
Afghanistan,AFG,2017,0,0,0.5,1,0,1,0.5,1,0,1,1,1,0.5,1,1,1,NA,0,0,10.5,9
Afghanistan,AFG,2019,0,0,0.5,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,7.5,6
Afghanistan,AFG,2022,1,0,0.5,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,7.5,6
Albania,ALB,2015,0,0.5,0.5,0,0,1,0.5,1,NA,0.5,0,0.5,0,0,0,1,1,0.5,1,8,4.5
Albania,ALB,2017,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,0.5,0,0.5,0,0,0,1,0,0.5,0.5,9,5.5
Albania,ALB,2019,1,0.5,0.5,1,0.5,1,0.5,1,0,0.5,0,0.5,0,0,1,1,0,0.5,0,9.5,6
Albania,ALB,2022,1,0.5,0.5,1,0.5,1,0.5,1,0,0.5,0,0.5,0,0,1,0.5,1,1,0,10.5,5.5
Algeria,DZA,2015,1,0,0.5,0.5,0,0.5,0,0.5,NA,0.5,1,1,0,0,0,1,1,0,NA,7.5,4.5
Algeria,DZA,2017,1,0,0.5,0.5,0,0.5,0,0.5,NA,0.5,1,1,1,0,0,0.5,1,0.5,NA,8.5,5
Algeria,DZA,2019,0,0,0.5,0.5,0,0.5,0,0.5,NA,0,0,0,0,0,0,0.5,0,0.5,0,3,1.5
Algeria,DZA,2022,1,0,0.5,0.5,0,0.5,0,1,NR,0,0,0,0.5,0.5,0,0.5,1,1,0,7,3
Andorra,AND,2015,NA,1,0.5,0,0.5,0.5,0,0,NA,0.5,0,0.5,0,0,0,0,1,0,NA,4.5,2
Andorra,AND,2017,0,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0,0.5,0,0,0,NA,1,0,NA,4,2
Andorra,AND,2019,0,0.5,0.5,0,1,0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0,NA,4,3
Andorra,AND,2022,0,1,0.5,0,1,0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0,NA,4.5,3
Angola,AGO,2015,0,0,0.5,0,0,0,0,0,NA,0.5,0,0,0,0,0,0,0,NA,0,1,0.5
Angola,AGO,2017,0,0,0.5,0,NA,0.5,0,0,0,0.5,0,0,0,0,0,0,NA,NA,0,1.5,1
Angola,AGO,2019,0,0,0.5,0,0,0.5,0,0,NA,0.5,0,0,0,NA,0,0,0,0,0,1.5,1
Angola,AGO,2022,0,0,0.5,0,0,0.5,0,0.5,1,0.5,0,0,0,NA,0,0,0,0,0,3,2.5
Antigua and Barbuda,ATG,2015,NA,1,0,0,0,0,0,0,NA,0.5,0,0,0,0,0,0,1,0,0,2.5,0.5
Antigua and Barbuda,ATG,2017,1,1,0,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0,0,5,1
Antigua and Barbuda,ATG,2019,1,1,0,1,0,1,0.5,1,0,0.5,0,0,0,0,0,0,1,0,0,7,3
Antigua and Barbuda,ATG,2022,0,1,0,0,0,1,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,NA,4.5,3.5
Argentina,ARG,2015,1,0.5,1,0.5,0.5,1,1,0.5,NA,0.5,0.5,0,1,1,0,1,1,0.5,0.5,12,7
Argentina,ARG,2017,1,1,0.5,0.5,1,1,1,0.5,0.5,0,0.5,0.5,1,1,0,0.5,0,0.5,0.5,11.5,7.5
Argentina,ARG,2019,1,1,1,0.5,1,1,1,0.5,0.5,0.5,0.5,0,0.5,1,0,0.5,0.5,1,0.5,12.5,7
Argentina,ARG,2022,1,1,1,0.5,1,1,1,0.5,0,0.5,0.5,0,0.5,1,0,0,0,1,NA,10.5,6
Armenia,ARM,2015,1,0.5,1,0,0,0.5,0.5,0,NA,0.5,0.5,0.5,0,0,0,1,0,0.5,0.5,7,3.5
Armenia,ARM,2017,1,1,1,1,0,0.5,1,0,NA,0.5,1,0.5,0,0,0,1,0,0.5,0.5,9.5,4.5
Armenia,ARM,2019,1,1,1,1,0,0.5,1,0,NA,0.5,0.5,0.5,0,0.5,0,1,0.5,0.5,0.5,10,4.5
Armenia,ARM,2022,1,1,1,1,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0,1,0,1,0.5,0.5,0.5,11.5,6
Australia,AUS,2015,0.5,1,1,1,0,1,1,0.5,NA,0.5,0.5,0,1,1,0,1,1,0.5,NA,11.5,6.5
Australia,AUS,2017,0.5,1,0.5,0.5,0.5,1,1,0.5,1,0.5,0,0.5,0.5,1,1,0,1,1,NA,12,7.5
Australia,AUS,2019,0,1,0.5,0,1,1,1,0.5,1,0.5,0,0,0.5,0.5,1,0,1,1,NA,10.5,7
Australia,AUS,2022,0,1,0.5,0,0.5,1,1,0.5,0,0.5,0,0,0.5,0.5,1,0,0,1,1,9,5.5
Austria,AUT,2015,0,1,0.5,0,0.5,0,0.5,0.5,NA,0.5,0,0,1,1,0,0,1,0,NA,6.5,4
Austria,AUT,2017,0,1,0.5,0,1,0,1,0.5,1,0,0,0.5,0,1,0,0.5,1,0,1,9,5.5
Austria,AUT,2019,0,1,0.5,0,1,0,1,0.5,1,0,0.5,0,0.5,1,0,0.5,1,0.5,1,10,6
Austria,AUT,2022,0,1,0.5,0,0.5,0.5,1,0.5,0.5,0,0.5,0,0.5,1,1,0.5,1,0.5,NA,9.5,6.5
Azerbaijan,AZE,2015,0,0.5,0.5,0,0,0.5,0.5,0.5,NA,0.5,0.5,1,0,0,0,1,1,NA,0,6.5,4.5
Azerbaijan,AZE,2017,1,0.5,1,1,0,0.5,0.5,0.5,0,0.5,0.5,0.5,1,1,1,0.5,1,0.5,0,11.5,6.5
Azerbaijan,AZE,2019,0.5,0.5,1,1,0,0.5,0.5,1,0.5,0.5,NA,0.5,0.5,1,1,0.5,0.5,1,0,11,6.5
Azerbaijan,AZE,2022,NA,0.5,1,1,0,0.5,0.5,1,0,0.5,NR,0.5,0.5,0.5,1,0.5,1,1,0.5,10.5,5.5
Bahamas,BHS,2015,0,0.5,0.5,0,0,0,0,0,NA,1,0.5,1,0,0,0,0,1,0,NA,4.5,2.5
Bahamas,BHS,2017,1,1,0.5,0,0,0,0,0,0,1,0,0.5,0,NA,0,0,1,0.5,NA,5.5,1.5
Bahamas,BHS,2019,1,1,0.5,0.5,NA,0,0,0,0,0.5,0,0.5,0,0,0,0,1,0.5,NA,5.5,1
Bahamas,BHS,2022,1,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,NA,4.5,1
Bahrain,BHR,2015,1,0.5,0.5,0.5,0,0,0.5,1,NA,NA,NA,NA,1,1,1,1,1,1,1,11,5.5
Bahrain,BHR,2017,1,0.5,0.5,1,0,0,0.5,1,0.5,NA,NA,NA,0.5,1,1,1,1,NA,1,10.5,5.5
Bahrain,BHR,2019,1,0.5,0.5,1,0.5,0,0.5,1,0.5,0.5,0,0.5,1,1,1,1,0.5,0.5,1,12.5,7.5
Bahrain,BHR,2022,1,0.5,0.5,1,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,1,1,1,0.5,1,1,12.5,7
Bangladesh,BGD,2015,0,0,0.5,0,0.5,0,1,0.5,NA,0.5,1,1,0,0,0,1,1,0,0,7,5.5
Bangladesh,BGD,2017,0.5,0,0.5,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0,NA,0.5,0,1,0,10,7
Bangladesh,BGD,2019,1,0,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0,0,0,1,0,1,0,9.5,6
Bangladesh,BGD,2022,1,0,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0,0,0,1,0,0.5,0,9,6
Barbados,BRB,2015,NA,0.5,1,1,0,1,0,0,NA,0.5,0,0.5,1,0,0,1,1,0.5,0,8,4
Barbados,BRB,2017,1,0.5,0.5,1,0,1,0,0,0,0.5,0,0.5,0.5,0,0,0,1,0.5,0,7,2.5
Barbados,BRB,2019,1,0.5,0.5,1,0,1,1,0,0,0.5,0,0.5,0,0,0,0,1,0.5,0,7.5,3
Barbados,BRB,2022,1,0.5,0.5,1,NR,1,1,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,6.5,3.00
Belarus,BLR,2015,0,1,0.5,0,0,0,0.5,0.5,NA,0.5,0.5,1,1,1,1,1,1,1,1,11.5,7
Belarus,BLR,2017,0.5,1,1,1,0,0,1,0.5,NA,0.5,0.5,1,0.5,1,1,0,1,1,1,12.5,6
Belarus,BLR,2019,0.5,1,1,1,0.5,0,1,0.5,1,0.5,1,1,0.5,1,1,0,1,1,1,14.5,8
Belarus,BLR,2022,1,1,1,1,0.5,0,1,0.5,1,0.5,1,1,0.5,0.5,1,0,1,1,1,14.5,7.5
Belgium,BEL,2015,0.5,1,1,1,0.5,0.5,0.5,0.5,NA,0.5,0.5,0.5,1,0,0,1,1,0.5,NA,10.5,5.5
Belgium,BEL,2017,0,1,0.5,0,1,0.5,1,0.5,0.5,0.5,0,1,0.5,0,1,0.5,1,1,1,11.5,7
Belgium,BEL,2019,0,1,1,0,1,0.5,1,0.5,0,0.5,0,0.5,1,1,1,0.5,1,1,1,12.5,7.5
Belgium,BEL,2022,0,1,1,0,1,0,1,0.5,0,0.5,0,0.5,1,1,1,0.5,1,1,1,12,7
Belize,BLZ,2015,1,1,0.5,0.5,0,0,0,0,NA,0.5,0,0,0,0,0,0,0,0,0,3.5,0.5
Belize,BLZ,2017,1,1,0.5,1,0,0,0,0,NA,1,0,0.5,0,0,0,0,0,0.5,0,5.5,1.5
Belize,BLZ,2019,1,1,0,1,0,0,0,0,0,1,0,0.5,0,0,0,0,1,0.5,NA,6,1.5
Belize,BLZ,2022,1,1,0,1,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0.5,0,5,1.5
Benin,BEN,2015,1,0,0.5,1,0,0.5,0.5,0.5,NA,0.5,0,1,0,0,0,0,0,0.5,0,6,3
Benin,BEN,2017,0,0,0.5,1,0,0.5,0.5,0.5,NA,0,0,0.5,0,0,0,1,0,1,0,5.5,3
Benin,BEN,2019,1,0,0.5,1,0,1,0.5,1,0,0,0,0.5,0,0,0,1,0,1,0,7.5,4
Benin,BEN,2022,1,0,0.5,1,0,1,0.5,1,0,0,0,0.5,0,0,0,0.5,0,1,0,7,3.5
Bhutan,BTN,2015,0.5,0,1,0,NA,1,0,0.5,NA,1,0.5,0,0,0,0,1,1,1,0,7.5,4
Bhutan,BTN,2017,1,0,0.5,1,NA,0.5,0,0.5,0,0.5,1,0.5,1,1,0,0,0,1,0,8.5,5
Bhutan,BTN,2019,1,0,1,1,NA,0.5,0,0.5,0,1,1,0,0,0,0,0,0,1,0,7,3
Bhutan,BTN,2022,1,0,1,1,0,0.5,0,0.5,0,1,1,0,0,0,0,0,0,1,0,7,3
Bolivia,BOL,2015,NA,0.5,0.5,0,0,0.5,1,0.5,NA,0.5,0.5,0.5,NA,NA,0,NA,1,0.5,NA,6,3.5
Bolivia,BOL,2017,0.5,0.5,0,0,0,0.5,1,0.5,0,NA,NA,NA,0,0,1,1,0,0,0,5,4
Bolivia,BOL,2019,0.5,0,0.5,0,0,0.5,1,0.5,0.5,0.5,0,1,0.5,0,0,1,0,1,0,7.5,5.5
Bolivia (Plurinational State of),BOL,2022,0.5,0,0.5,0,0,1,1,0.5,0.5,0.5,0,1,0,0,0,0.5,0,1,0,7,5
Bosnia and Herzegovina,BIH,2015,0,0.5,0.5,1,0.5,0,0,0.5,NA,0.5,0.5,0.5,0,NA,1,1,1,NA,NA,7.5,4.5
Bosnia and Herzegovina,BIH,2017,NA,0.5,0.5,1,1,0,0,0.5,NA,0.5,1,0.5,NA,0,1,0.5,1,0.5,1,9.5,5
Bosnia and Herzegovina,BIH,2019,0,0.5,0.5,1,1,0,0,0.5,0,0.5,1,0.5,0.5,0,0,0.5,1,0,1,8.5,4.5
Bosnia and Herzegovina,BIH,2022,0,0.5,0.5,1,1,0,0,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,1,1,1,11,6
Botswana,BWA,2015,NA,0,NA,NA,0.5,0,0,0.5,NA,1,0,0.5,NA,NA,NA,NA,NA,NA,NA,2.5,2.5
Botswana,BWA,2017,0,0,1,0,0,0,0,0.5,0,1,0,0.5,0.5,0,0,1,0,1,0,5.5,3.5
Botswana,BWA,2019,1,0,1,1,0,0,0,0.5,0.5,1,0,0.5,0,0,0,1,1,1,0,8.5,3.5
Botswana,BWA,2022,1,0,0.5,1,0.5,0,0,0.5,0.5,1,0,0.5,0,0,0,0.5,0,1,NA,7,3.5
Brazil,BRA,2015,1,1,1,1,0,1,1,1,NA,0.5,1,0.5,1,1,1,1,1,1,0.5,15.5,9
Brazil,BRA,2017,1,1,1,1,0.5,1,1,1,0.5,0.5,0,0.5,1,1,1,1,1,1,0,15,9
Brazil,BRA,2019,1,1,0.5,1,1,1,1,1,1,0.5,0,0,0.5,0.5,1,1,1,1,0.5,14.5,8.5
Brazil,BRA,2022,1,1,0.5,1,1,1,1,1,0.5,0.5,0,0,0.5,0.5,1,1,1,1,0,13.5,8
Brunei Darussalam,BRN,2015,1,0.5,1,0.5,0.5,1,1,0.5,NA,1,1,1,0,0,0,0,1,1,1,12,6
Brunei Darussalam,BRN,2017,1,1,1,1,NA,1,1,0.5,0,1,1,1,NA,0,0,0,1,0.5,1,12,5.5
Brunei Darussalam,BRN,2019,1,1,1,1,NA,1,1,0.5,1,1,1,1,0,0,0,0,1,0.5,1,13,6.5
Brunei Darussalam,BRN,2022,1,1,0.5,1,NA,1,1,0.5,0.5,1,1,1,1,0.5,1,0,0,1,1,14,8.50
Bulgaria,BGR,2015,1,0.5,0.5,1,0.5,1,0.5,0.5,NA,0.5,1,0,1,0,1,1,1,1,1,13,7
Bulgaria,BGR,2017,1,1,0.5,1,1,1,1,0.5,0,0.5,1,0,1,1,1,0.5,1,1,1,15,8.5
Bulgaria,BGR,2019,1,1,0.5,1,1,1,1,0.5,0,0.5,NA,NA,1,1,1,0.5,1,0.5,1,13.5,7.5
Bulgaria,BGR,2022,1,1,0.5,1,1,1,1,0.5,0,0.5,NR,NR,1,1,1,0.5,1,1,1,14,7.5
Burkina Faso,BFA,2015,0,0,0.5,0,0,1,0.5,0.5,NA,0,0,0.5,0,0,0,NA,0,0,0,3,2.5
Burkina Faso,BFA,2017,1,0,0.5,1,0,1,1,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,6,3.5
Burkina Faso,BFA,2019,1,0,0.5,1,0,1,1,0.5,0,0.5,0,1,0,0,0,0.5,0,1,0,8,4.5
Burkina Faso,BFA,2022,0,0,0.5,0,0,1,1,0.5,0,0.5,0,1,0,0,0,0.5,0,1,0,6,4.5
Burundi,BDI,2015,1,0,0,0,0,0,0,0,NA,0.5,0,0.5,0,0,0,NA,0,NA,0,2,1
Burundi,BDI,2017,1,0,0,0,0,0,0,0,NA,0.5,0,0.5,0,0,0,0.5,0,0.5,0,3,1.5
Burundi,BDI,2019,1,0,0,1,0,1,0.5,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,6,3.5
Burundi,BDI,2022,1,0,0,0,0,1,0.5,0.5,0,0.5,0,0.5,0,0,0,1,0,0.5,0,5.5,4
Cabo Verde,CPV,2015,NA,0.5,NA,NA,0,0,0,0,NA,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,2,1.5
Cabo Verde,CPV,2017,0.5,0.5,0.5,1,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0,1,1,1,0,1,9,4.5
Cabo Verde,CPV,2019,1,0.5,0,1,0,0,0,0.5,0.5,0.5,1,0,0,0,0,1,1,0,1,8,3.5
Cabo Verde,CPV,2022,0,0.5,0.5,0,0,0,0,0.5,1,0.5,1,0,0,0,0,0.5,1,0.5,1,7,3.5
Cambodia,KHM,2015,0.5,0,1,0,0,0.5,0.5,0.5,NA,0,0,0.5,0,0,0,1,1,0,0,5.5,3
Cambodia,KHM,2017,0.5,0,1,0,0,1,1,0.5,1,0,0,0.5,0,0,0,0.5,0,0,0,6,4.5
Cambodia,KHM,2019,1,0,1,0,0,1,1,0.5,0.5,NA,0,NA,0,0,0,0.5,0,0.5,0,6,3.5
Cambodia,KHM,2022,0.5,0,1,0.5,0,1,1,0.5,0.5,NR,0,NR,0.5,0,0,0.5,0,0.5,0,6.5,4
Cameroon,CMR,2015,1,0,0,0,0,0.5,0.5,0.5,NA,0.5,0,0.5,NA,NA,NA,NA,NA,NA,NA,3.5,2.5
Cameroon,CMR,2017,1,0,0.5,0,0,0.5,0.5,0.5,1,0.5,0,0.5,0,0,0,1,1,0,0,7,4.5
Cameroon,CMR,2019,1,0,0,0,0,0.5,1,0.5,NA,0.5,0,0.5,0,0,0,0.5,0,0,0,4.5,3.5
Cameroon,CMR,2022,1,0,0,0,0,0.5,1,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0,0,4.5,3.5
Canada,CAN,2015,0,1,1,1,0.5,1,1,0.5,NA,0.5,0.5,0.5,1,1,1,0,1,1,1,13.5,7.5
Canada,CAN,2017,0,1,0.5,1,0.5,1,1,0.5,0,1,0,0.5,1,1,1,0.5,1,0.5,1,13,8
Canada,CAN,2019,1,1,1,1,0.5,1,1,0.5,0,0.5,NA,NA,0.5,1,1,0,1,1,1,13,6
Canada,CAN,2022,1,1,1,1,0.5,1,1,0.5,0.5,0.5,NR,NR,0.5,1,1,0,1,1,1,13.5,6.5
Central African Republic,CAF,2015,1,0,0.5,0.5,0,0,0,0,NA,0.5,0.5,0.5,0,0,0,NA,0,0.5,0,4,1.5
Central African Republic,CAF,2017,1,0,0.5,1,NA,0,0,0,NA,0,0,0.5,1,1,1,NA,1,1,0,8,3.5
Central African Republic,CAF,2019,1,0,0.5,1,0,0,0,0,0,0,0,NA,0,0,0,0,0.5,0.5,0,3.5,0
Central African Republic,CAF,2022,1,0,0.5,1,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0.5,0,3,0.00
Chad,TCD,2015,NA,0,0,0,0,1,0.5,1,NA,0.5,0,0,0,0,NA,NA,NA,NA,NA,3,3
Chad,TCD,2017,1,0,0.5,1,0,1,1,1,NA,0.5,0,0.5,0,0,0,0,1,0,0,7.5,4
Chad,TCD,2019,1,0,0,1,0,1,1,1,0.5,0.5,0,1,0,0,0,0,0,0,0,7,5
Chad,TCD,2022,1,0,0,1,0.5,1,1,1,0,0.5,0,1,0,0,0,0.5,NA,0,NR,7.5,5.5
Chile,CHL,2015,1,1,1,1,0.5,1,1,0.5,NA,0.5,0,0.5,1,0,1,1,1,1,1,14,7
Chile,CHL,2017,1,1,0.5,1,1,1,1,0.5,0,0.5,0,0.5,1,0,1,0.5,0,1,1,12.5,7
Chile,CHL,2019,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0,0.5,1,1,1,0.5,1,1,1,15,8.5
Chile,CHL,2022,1,1,0.5,1,1,1,1,0.5,0.5,0.5,0,0.5,1,1,1,0.5,1,1,1,15,8.5
China,CHN,2015,1,0.5,1,1,0,0,0.5,0.5,NA,0.5,1,0.5,NA,0,0,0,1,1,0,8.5,3
China,CHN,2017,1,0.5,1,1,0.5,0,0.5,0.5,1,0.5,1,0.5,1,1,0,0.5,0,1,0,11.5,7
China,CHN,2019,1,0.5,1,1,0.5,0,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0.5,1,1,1,10,3.5
China,CHN,2022,1,0.5,1,1,0.5,0,0.5,0.5,1,0.5,0,0,0.5,0,1,0.5,1,1,0,10.5,5
Colombia,COL,2015,1,1,0.5,1,0,1,0.5,1,NA,0.5,0.5,1,1,1,1,1,1,0.5,0,13.5,8.5
Colombia,COL,2017,1,1,0.5,1,0,1,0.5,1,1,0.5,0,1,NA,1,0,0.5,NA,1,1,12,6.5
Colombia,COL,2019,1,1,0.5,1,1,1,0.5,1,NA,0.5,0.5,0,0.5,1,0,0.5,1,1,1,13,6.5
Colombia,COL,2022,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,0,0.5,0,1,0.5,1,1,1,13,6.5
Comoros,COM,2015,0.5,0,0.5,0,0,0.5,0.5,0,NA,0.5,0.5,0.5,0,0,0,NA,0,0,0,3.5,2.5
Comoros,COM,2017,0,0,0.5,0,0,0.5,0.5,0,0,0.5,1,0.5,0,0,0,0.5,0,0.5,0,4.5,3.5
Comoros,COM,2019,0,0,0.5,0,0,0.5,0.5,0,0,0.5,1,0.5,0,0,0,0.5,0,NA,0,4,3.5
Comoros,COM,2022,0,0,0.5,0,0.5,0.5,0.5,0,0,0.5,1,0.5,0,0,0,0.5,0,0,NA,4.5,4
"Congo, Rep.",COG,2015,0,0,0,0,0,1,0.5,0.5,NA,0.5,0,0.5,0,0,0,0,0,0.5,0,3.5,3
"Congo, Rep.",COG,2017,0,0,0.5,0,0,1,0.5,0.5,0,0.5,0,0.5,NA,NA,1,0,1,1,0,6.5,4
"Congo, Rep.",COG,2019,0,0,0,0,0,1,0.5,1,0,0.5,0,0.5,0,0,NA,0,0,0.5,0,4,3.5
"Congo, Rep.",COG,2022,0,0,0,0,0,1,0.5,1,0,0.5,0,0.5,0,0,0,0,0,0.5,0,4,3.5
Cook Islands,COK,2015,NA,0.5,NA,NA,0.5,0.5,0.5,0.5,NA,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,4.5,4
Cook Islands,COK,2017,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,NA,NA,NA,0,0,0,0,0,1,1,6.5,2
Cook Islands,COK,2019,1,1,0.5,1,0.5,0.5,0.5,0.5,0,NA,NA,NA,0,0,1,0,1,0.5,1,9,3
Cook Islands,COK,2022,1,1,0.5,1,NR,0.5,0.5,0.5,0,NR,NR,NR,0,0,1,0,0.5,0.5,1,8,2.50
Costa Rica,CRI,2015,1,1,1,1,0.5,1,1,0.5,NA,1,0.5,1,1,1,1,1,1,1,0,15.5,9.5
Costa Rica,CRI,2017,1,1,0.5,1,0.5,1,1,0.5,1,1,1,1,1,1,0,1,1,1,1,16.5,10
Costa Rica,CRI,2019,1,1,0.5,1,0.5,1,1,0.5,1,1,1,1,0.5,0.5,0,0.5,1,1,1,15,8.5
Costa Rica,CRI,2022,1,1,0.5,1,0.5,1,1,0.5,1,1,1,1,0.5,0,1,0.5,1,1,1,15.5,9
Côte d'Ivoire,CIV,2015,NA,0,NA,NA,0,0,0,0,NA,0.5,0.5,0,NA,NA,NA,NA,NA,NA,NA,1,1
Côte d'Ivoire,CIV,2017,1,0,0,1,0,0,0,0,0.5,0,0,0.5,0,0,0,0.5,1,0,0,4.5,1.5
Côte d'Ivoire,CIV,2019,1,0,0.5,1,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0.5,0,5.5,2.5
Côte d'Ivoire,CIV,2022,1,0,0.5,1,0,0,0,1,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0.5,0,6.5,3.5
Croatia,HRV,2015,0,1,0.5,0,0.5,0.5,0.5,0.5,NA,0.5,0.5,0,1,0,0,0,0,0,NA,5.5,4
Croatia,HRV,2017,0,1,0.5,0,1,0.5,0.5,0.5,0,0.5,0,0.5,1,0,0,0.5,0,NA,1,7.5,5
Croatia,HRV,2019,0,1,0.5,0,1,0.5,1,0.5,0,0.5,0,0,1,1,0,0.5,1,1,1,10.5,6
Croatia,HRV,2022,0,1,0.5,0,1,0.5,1,0.5,0,0.5,0,0,1,1,1,0.5,1,1,1,11.5,7
Cuba,CUB,2015,1,1,0.5,0,NA,0.5,0.5,0,NA,1,0.5,NA,1,0,0,0,1,0.5,0.5,8,3.5
Cuba,CUB,2017,1,1,0.5,0,0.5,0.5,0.5,0,NA,0.5,0,0,0,0,0,0.5,1,1,0,7,2.5
Cuba,CUB,2019,1,1,0.5,0,0.5,0.5,0.5,0,NA,0.5,0,0,0,0,0,0.5,1,1,1,8,2.5
Cuba,CUB,2022,1,1,0,1,NR,0.5,0.5,0,1,0.5,0,0,0,0,0,0,1,1,1,8.5,2.50
Cyprus,CYP,2015,0,1,0.5,1,0.5,0.5,0.5,0.5,NA,0.5,0.5,0,NA,NA,NA,NA,1,NA,1,7.5,3
Cyprus,CYP,2017,0,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,1,1,0.5,1,0.5,NA,9.5,7
Cyprus,CYP,2019,0,0.5,0.5,0,0.5,0.5,1,0.5,1,0.5,NA,0,0,1,0,0.5,1,0,NA,7.5,5.5
Cyprus,CYP,2022,0,0.5,NA,0,0.5,0.5,1,0.5,0.5,0.5,NR,0,0,1,0,0.5,1,NA,0,6.5,5
Czech Republic,CZE,2015,1,1,1,1,0.5,0.5,0.5,0.5,NA,0.5,1,0.5,1,0,1,0,1,1,NA,12,6
Czech Republic,CZE,2017,0.5,1,0.5,1,1,0.5,1,0.5,0,0.5,1,0.5,0.5,0,1,0.5,1,1,1,13,7
Czech Republic,CZE,2019,0.5,1,1,1,1,0.5,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,1,1,1,15,8.5
Czech Republic,CZE,2022,1,1,0.5,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5,1,1,1,0.5,1,1,1,15,9
Denmark,DNK,2015,0,1,1,0,0.5,0,0.5,0.5,NA,0.5,0.5,0.5,1,1,1,1,1,1,NA,11,7
Denmark,DNK,2017,0,1,0.5,1,0.5,0,1,0.5,1,0,0,0.5,1,1,1,0.5,1,1,1,12.5,7
Denmark,DNK,2019,0,1,0.5,1,0.5,0,1,0.5,0.5,0.5,0,0.5,1,1,1,0.5,1,1,1,12.5,7
Denmark,DNK,2022,0,1,0.5,1,1,0,1,0.5,0.5,0.5,0,0.5,1,1,1,0.5,1,1,1,13,7.5
Djibouti,DJI,2015,NA,0,NA,NA,0,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5
Djibouti,DJI,2017,0,0,0,0,0,0.5,1,1,NA,0.5,1,1,0,0,0,0.5,0,0,0,5.5,5.5
Djibouti,DJI,2019,0,0,0,0,NA,0.5,1,1,0,0.5,1,1,0,0,0,0.5,0,0,0,5.5,5.5
Djibouti,DJI,2022,0,0,0,0,NR,0.5,1,1,0,0.5,1,1,0,0,0,0.5,0,0,0,5.5,5.50
Dominica,DMA,2015,0,1,0.5,0,0,0,0,0,NA,0.5,0,0.5,0,0,1,0,1,0.5,NA,5,2
Dominica,DMA,2017,1,1,0.5,0,0,0,0,0,NA,0.5,0,0.5,0,0,1,0,1,0.5,0,6,2
Dominica,DMA,2019,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,1,0.5,1,5,1.5
Dominica,DMA,2022,0,1,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,2.5,1
Dominican Republic,DOM,2015,1,0.5,0.5,1,0,0,0,0,NA,0.5,0,0.5,0,0,0,1,1,0,1,7,2
Dominican Republic,DOM,2017,1,0.5,0.5,1,0.5,0.5,0,0,0,0.5,0,1,0,0,0,1,1,1,0.5,9,3.5
Dominican Republic,DOM,2019,1,0.5,0.5,1,0.5,0.5,0,0,0,0.5,0,0.5,0,0,0,1,0.5,1,0.5,8,3
Dominican Republic,DOM,2022,1,0.5,0.5,1,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,1,0,6.5,2
DPR of Korea,PRK,2015,1,0,0.5,1,0,0.5,0,0,NA,NA,NA,NA,0,0,0,NA,1,0.5,0,4.5,0.5
