country,iso3,year,target,mortality_data,risk_factor_surveys,plan,tob_tax,smoke_free,graphic_warnings,tob_advert,tob_mass_media,alc_sales,alc_advert,alc_tax,salt,fat,child_food_marketing,milkcode,phys_mass_media,clinical_guide,cardio_therapies,total_imp,commercial_total
Viet Nam,VNM,2019,1,0,1,1,0,0.5,1,0.5,1,0.5,0.5,0.5,1,0,0,1,1,1,0,11.5,6.5
Viet Nam,VNM,2022,1,0,1,1,0,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0.5,0,1,0,9.5,5.5
Yemen,YEM,2015,0,0,0,0,0,0.5,0.5,1,NA,1,1,1,0,0,0,NA,0,0,0,5,5
Yemen,YEM,2017,0,0,0,0,0.5,0.5,0.5,1,0,1,1,1,0,0,NA,1,0,0,0,6.5,6.5
Yemen,YEM,2019,0,0,0,0,0.5,0.5,0.5,1,0.5,1,1,1,0,0,0,1,0,0,0,7,7
Yemen,YEM,2022,0,0,0,0,0.5,0.5,0.5,1,0.5,1,1,1,0,0,0,0.5,NA,0,0,6.5,6.5
Zambia,ZMB,2015,1,0,0.5,1,0,0.5,0,0,NA,0.5,0.5,0.5,NA,0,NA,NA,0,1,0,5.5,2
Zambia,ZMB,2017,0,0,0.5,0,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,1,1,0,4.5,2
Zambia,ZMB,2019,0,0,0.5,0,0,0.5,0,0,0,1,0,0,0,0,0,0.5,1,1,0,4.5,2
Zambia,ZMB,2022,0,0,0.5,0,0,0.5,0,0,0.5,1,0,0,0.5,0,0,0.5,0,1,0,4.5,3
Zimbabwe,ZWE,2015,0,0,0.5,0,0,0.5,0,0,NA,0.5,0.5,1,0,0,0,1,1,0,0,5,3.5
Zimbabwe,ZWE,2017,0,0,0,0,0,0.5,0,0,0,0.5,0,0.5,NA,0,NA,1,NA,1,0,3.5,2.5
Zimbabwe,ZWE,2019,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0.5,0,2.5,2
Zimbabwe,ZWE,2022,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0.5,0,2.5,2
